,league,date,home_team,away_team,home_score,away_score,season,home_latitude,home_longitude,away_latitude,away_longitude,distance_km,prev_match_date,days_rest
983,MLS,2014-03-16,Portland Timbers,Chicago Fire FC,1.0,1.0,2014,45.5215,-122.6919,41.8623,-87.6167,2826.3443055891967,2014-03-16,8.0
932,MLS,2014-04-05,Portland Timbers,Seattle Sounders,4.0,4.0,2014,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2014-04-05,20.0
811,MLS,2014-05-03,Portland Timbers,DC United,3.0,2.0,2014,45.5215,-122.6919,38.8684,-77.0122,3782.353863218892,2014-05-03,28.0
895,MLS,2014-05-11,Portland Timbers,LA Galaxy,1.0,1.0,2014,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2014-05-11,8.0
1201,MLS,2014-06-27,Portland Timbers,Sporting Kansas City,0.0,1.0,2014,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2014-06-27,47.0
1384,MLS,2014-08-24,Portland Timbers,Seattle Sounders,2.0,4.0,2014,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2014-08-24,58.0
339,MLS,2015-03-15,Portland Timbers,LA Galaxy,2.0,2.0,2015,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2015-03-15,203.0
1605,MLS,2015-05-27,Portland Timbers,DC United,1.0,0.0,2015,45.5215,-122.6919,38.8684,-77.0122,3782.353863218892,2015-05-27,73.0
1231,MLS,2015-06-20,Portland Timbers,Houston Dynamo,2.0,0.0,2015,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2015-06-20,24.0
1826,MLS,2015-06-28,Portland Timbers,Seattle Sounders,4.0,1.0,2015,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2015-06-28,8.0
151,MLS,2015-08-07,Portland Timbers,Chicago Fire FC,1.0,0.0,2015,45.5215,-122.6919,41.8623,-87.6167,2826.3443055891967,2015-08-07,40.0
398,MLS,2015-08-21,Portland Timbers,Houston Dynamo,2.0,2.0,2015,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2015-08-21,14.0
319,MLS,2015-09-09,Portland Timbers,Sporting Kansas City,0.0,0.0,2015,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2015-09-09,19.0
107,MLS,2015-09-20,Portland Timbers,New York Red Bulls,0.0,2.0,2015,45.5215,-122.6919,40.7367,-74.1502,3914.3952734007926,2015-09-20,11.0
1850,MLS,2015-10-03,Portland Timbers,Sporting Kansas City,0.0,1.0,2015,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2015-10-03,13.0
564,MLS,2015-10-29,Portland Timbers,Sporting Kansas City,2.0,2.0,2015,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2015-10-29,26.0
1727,MLS,2016-06-26,Portland Timbers,Houston Dynamo,3.0,2.0,2016,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2016-06-26,241.0
931,MLS,2016-07-17,Portland Timbers,Seattle Sounders,3.0,1.0,2016,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2016-07-17,21.0
708,MLS,2016-07-23,Portland Timbers,LA Galaxy,1.0,2.0,2016,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2016-07-23,6.0
720,MLS,2016-08-07,Portland Timbers,Sporting Kansas City,3.0,0.0,2016,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2016-08-07,15.0
639,MLS,2016-08-28,Portland Timbers,Seattle Sounders,4.0,2.0,2016,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2016-08-28,21.0
1470,MLS,2016-09-17,Portland Timbers,Philadelphia Union,2.0,1.0,2016,45.5215,-122.6919,39.8322,-75.3781,3862.132243006463,2016-09-17,20.0
510,MLS,2017-03-18,Portland Timbers,Houston Dynamo,4.0,2.0,2017,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2017-03-18,182.0
834,MLS,2017-04-15,Portland Timbers,Sporting Kansas City,0.0,1.0,2017,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2017-04-15,28.0
471,MLS,2017-06-25,Portland Timbers,Seattle Sounders,2.0,2.0,2017,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2017-06-25,71.0
1520,MLS,2017-07-05,Portland Timbers,Chicago Fire FC,2.0,2.0,2017,45.5215,-122.6919,41.8623,-87.6167,2826.3443055891967,2017-07-05,10.0
523,MLS,2017-08-06,Portland Timbers,LA Galaxy,3.0,1.0,2017,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2017-08-06,32.0
147,MLS,2017-08-18,Portland Timbers,New York Red Bulls,2.0,0.0,2017,45.5215,-122.6919,40.7367,-74.1502,3914.3952734007926,2017-08-18,12.0
1572,MLS,2017-10-15,Portland Timbers,DC United,4.0,0.0,2017,45.5215,-122.6919,38.8684,-77.0122,3782.353863218892,2017-10-15,58.0
1508,MLS,2017-11-05,Portland Timbers,Houston Dynamo,1.0,2.0,2017,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2017-11-05,21.0
856,MLS,2018-05-13,Portland Timbers,Seattle Sounders,1.0,0.0,2018,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2018-05-13,189.0
1253,MLS,2018-05-19,Portland Timbers,LAFC,2.0,1.0,2018,45.5215,-122.6919,34.0123,-118.287,1333.4323714682787,2018-05-19,6.0
1439,MLS,2018-06-02,Portland Timbers,LA Galaxy,1.0,1.0,2018,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2018-06-02,14.0
1300,MLS,2018-06-09,Portland Timbers,Sporting Kansas City,0.0,0.0,2018,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2018-06-09,7.0
374,MLS,2018-07-28,Portland Timbers,Houston Dynamo,2.0,1.0,2018,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2018-07-28,49.0
1843,MLS,2018-08-04,Portland Timbers,Philadelphia Union,3.0,0.0,2018,45.5215,-122.6919,39.8322,-75.3781,3862.132243006463,2018-08-04,7.0
1180,MLS,2018-08-26,Portland Timbers,Seattle Sounders,0.0,1.0,2018,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2018-08-26,22.0
1546,MLS,2018-11-04,Portland Timbers,Seattle Sounders,2.0,1.0,2018,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2018-11-04,70.0
255,MLS,2018-11-25,Portland Timbers,Sporting Kansas City,0.0,0.0,2018,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2018-11-25,21.0
380,MLS,2019-06-01,Portland Timbers,LAFC,2.0,3.0,2019,45.5215,-122.6919,34.0123,-118.287,1333.4323714682787,2019-06-01,188.0
1396,MLS,2019-06-22,Portland Timbers,Houston Dynamo,4.0,0.0,2019,45.5215,-122.6919,29.7522,-95.3525,2954.007833750831,2019-06-22,21.0
1506,MLS,2019-07-27,Portland Timbers,LA Galaxy,4.0,0.0,2019,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2019-07-27,35.0
216,MLS,2019-08-14,Portland Timbers,Chicago Fire FC,3.0,2.0,2019,45.5215,-122.6919,41.8623,-87.6167,2826.3443055891967,2019-08-14,18.0
911,MLS,2019-08-23,Portland Timbers,Seattle Sounders,1.0,2.0,2019,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2019-08-23,9.0
1845,MLS,2019-09-07,Portland Timbers,Sporting Kansas City,2.0,1.0,2019,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2019-09-07,15.0
173,MLS,2019-09-15,Portland Timbers,DC United,0.0,1.0,2019,45.5215,-122.6919,38.8684,-77.0122,3782.353863218892,2019-09-15,8.0
133,MLS,2019-09-18,Portland Timbers,New York Red Bulls,0.0,2.0,2019,45.5215,-122.6919,40.7367,-74.1502,3914.3952734007926,2019-09-18,3.0
420,MLS,2020-08-23,Portland Timbers,Seattle Sounders,0.0,3.0,2020,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2020-08-23,340.0
806,MLS,2020-09-02,Portland Timbers,LA Galaxy,2.0,3.0,2020,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2020-09-02,10.0
474,MLS,2020-09-23,Portland Timbers,Seattle Sounders,1.0,0.0,2020,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2020-09-23,21.0
1557,MLS,2020-10-18,Portland Timbers,LAFC,1.0,1.0,2020,45.5215,-122.6919,34.0123,-118.287,1333.4323714682787,2020-10-18,25.0
254,MLS,2020-10-28,Portland Timbers,LA Galaxy,5.0,2.0,2020,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2020-10-28,10.0
46,MLS,2021-05-09,Portland Timbers,Seattle Sounders,1.0,2.0,2021,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2021-05-09,193.0
78,MLS,2021-05-22,Portland Timbers,LA Galaxy,3.0,0.0,2021,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2021-05-22,13.0
153,MLS,2021-06-19,Portland Timbers,Sporting Kansas City,2.0,1.0,2021,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2021-06-19,28.0
1385,MLS,2021-07-21,Portland Timbers,LAFC,2.0,1.0,2021,45.5215,-122.6919,34.0123,-118.287,1333.4323714682787,2021-07-21,32.0
1461,MLS,2021-08-15,Portland Timbers,Seattle Sounders,2.0,6.0,2021,45.5215,-122.6919,47.5952,-122.3316,232.22392832130706,2021-08-15,25.0
204,MLS,2021-09-19,Portland Timbers,LAFC,2.0,1.0,2021,45.5215,-122.6919,34.0123,-118.287,1333.4323714682787,2021-09-19,35.0
475,MLS,2022-04-03,Portland Timbers,LA Galaxy,1.0,3.0,2022,45.5215,-122.6919,33.8644,-118.2611,1349.9374026110804,2022-04-03,196.0
716,MLS,2022-05-14,Portland Timbers,Sporting Kansas City,7.0,2.0,2022,45.5215,-122.6919,39.1215,-94.823,2385.3405298968005,2022-05-14,41.0
37,MLS,2022-05-22,Portland Timbers,Philadelphia Union,0.0,2.0,2022,45.5215,-122.6919,39.8322,-75.3781,3862.132243006463,2022-05-22,8.0
70,Brazilian Serie A,2014-05-03,Santos,Gremio,0.0,0.0,2014,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2014-05-03,-
1219,Brazilian Serie A,2014-05-25,Santos,Flamengo,0.0,0.0,2014,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2014-05-25,22.0
1432,Brazilian Serie A,2014-07-17,Santos,Palmeiras,2.0,0.0,2014,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2014-07-17,53.0
1691,Brazilian Serie A,2014-08-10,Santos,Corinthians,0.0,1.0,2014,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2014-08-10,24.0
596,Brazilian Serie A,2014-11-02,Santos,Internacional,1.0,2.0,2014,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2014-11-02,84.0
996,Brazilian Serie A,2014-11-16,Santos,Cruzeiro,0.0,1.0,2014,-23.9535,-46.3332,-19.8657,-43.9706,515.7295406276819,2014-11-16,14.0
603,Brazilian Serie A,2014-11-23,Santos,Sao Paulo,0.0,1.0,2014,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2014-11-23,7.0
320,Brazilian Serie A,2014-11-30,Santos,Botafogo,2.0,0.0,2014,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2014-11-30,7.0
1169,Brazilian Serie A,2015-05-17,Santos,Cruzeiro,1.0,0.0,2015,-23.9535,-46.3332,-19.8657,-43.9706,515.7295406276819,2015-05-17,168.0
1178,Brazilian Serie A,2015-06-20,Santos,Corinthians,1.0,0.0,2015,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2015-06-20,34.0
1185,Brazilian Serie A,2015-07-05,Santos,Gremio,1.0,3.0,2015,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2015-07-05,15.0
1038,Brazilian Serie A,2015-09-09,Santos,Sao Paulo,3.0,0.0,2015,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2015-09-09,66.0
1443,Brazilian Serie A,2015-09-27,Santos,Internacional,3.0,1.0,2015,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2015-09-27,18.0
1849,Brazilian Serie A,2015-11-01,Santos,Palmeiras,2.0,1.0,2015,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2015-11-01,35.0
746,Brazilian Serie A,2015-11-19,Santos,Flamengo,0.0,0.0,2015,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2015-11-19,18.0
625,Brazilian Serie A,2016-05-29,Santos,Internacional,0.0,1.0,2016,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2016-05-29,192.0
1521,Brazilian Serie A,2016-06-05,Santos,Botafogo,3.0,0.0,2016,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2016-06-05,7.0
149,Brazilian Serie A,2016-06-26,Santos,Sao Paulo,3.0,0.0,2016,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2016-06-26,21.0
1781,Brazilian Serie A,2016-07-31,Santos,Cruzeiro,2.0,0.0,2016,-23.9535,-46.3332,-19.8657,-43.9706,515.7295406276819,2016-07-31,35.0
495,Brazilian Serie A,2016-08-03,Santos,Flamengo,0.0,0.0,2016,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2016-08-03,3.0
318,Brazilian Serie A,2016-09-11,Santos,Corinthians,2.0,1.0,2016,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2016-09-11,39.0
302,Brazilian Serie A,2016-10-16,Santos,Gremio,1.0,1.0,2016,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2016-10-16,35.0
1567,Brazilian Serie A,2016-10-29,Santos,Palmeiras,1.0,0.0,2016,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2016-10-29,13.0
1016,Brazilian Serie A,2017-05-28,Santos,Cruzeiro,0.0,1.0,2017,-23.9535,-46.3332,-19.8657,-43.9706,515.7295406276819,2017-05-28,211.0
406,Brazilian Serie A,2017-06-07,Santos,Botafogo,1.0,0.0,2017,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2017-06-07,10.0
952,Brazilian Serie A,2017-06-14,Santos,Palmeiras,1.0,0.0,2017,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2017-06-14,7.0
1442,Brazilian Serie A,2017-07-09,Santos,Sao Paulo,3.0,2.0,2017,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2017-07-09,25.0
960,Brazilian Serie A,2017-08-02,Santos,Flamengo,3.0,2.0,2017,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2017-08-02,24.0
955,Brazilian Serie A,2017-09-10,Santos,Corinthians,2.0,0.0,2017,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2017-09-10,39.0
609,Brazilian Serie A,2017-10-22,Santos,Atletico Mineiro,1.0,0.0,2017,-23.9535,-46.3332,-19.8658,-43.9697,515.7635594284787,2017-10-22,42.0
14,Brazilian Serie A,2017-11-19,Santos,Gremio,1.0,0.0,2017,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2017-11-19,28.0
813,Brazilian Serie A,2018-05-27,Santos,Cruzeiro,0.0,1.0,2018,-23.9535,-46.3332,-19.8657,-43.9706,515.7295406276819,2018-05-27,189.0
1217,Brazilian Serie A,2018-06-10,Santos,Internacional,1.0,2.0,2018,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2018-06-10,14.0
1034,Brazilian Serie A,2018-07-19,Santos,Palmeiras,1.0,1.0,2018,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2018-07-19,39.0
1312,Brazilian Serie A,2018-07-25,Santos,Flamengo,1.0,1.0,2018,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2018-07-25,6.0
893,Brazilian Serie A,2018-09-06,Santos,Gremio,0.0,0.0,2018,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2018-09-06,43.0
1047,Brazilian Serie A,2018-09-16,Santos,Sao Paulo,0.0,0.0,2018,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2018-09-16,10.0
1229,Brazilian Serie A,2018-10-13,Santos,Corinthians,1.0,0.0,2018,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2018-10-13,27.0
303,Brazilian Serie A,2018-11-21,Santos,Botafogo,1.0,1.0,2018,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2018-11-21,39.0
416,Brazilian Serie A,2019-05-26,Santos,Internacional,0.0,0.0,2019,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2019-05-26,186.0
1347,Brazilian Serie A,2019-06-12,Santos,Corinthians,1.0,0.0,2019,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2019-06-12,17.0
1542,Brazilian Serie A,2019-09-21,Santos,Gremio,0.0,3.0,2019,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2019-09-21,101.0
682,Brazilian Serie A,2019-10-09,Santos,Palmeiras,2.0,0.0,2019,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2019-10-09,18.0
1175,Brazilian Serie A,2019-11-03,Santos,Botafogo,4.0,1.0,2019,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2019-11-03,25.0
1535,Brazilian Serie A,2019-11-16,Santos,Sao Paulo,1.0,1.0,2019,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2019-11-16,13.0
1138,Brazilian Serie A,2019-11-23,Santos,Cruzeiro,4.0,1.0,2019,-23.9535,-46.3332,-19.8657,-43.9706,515.7295406276819,2019-11-23,7.0
1200,Brazilian Serie A,2019-12-08,Santos,Flamengo,4.0,0.0,2019,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2019-12-08,15.0
1416,Brazilian Serie A,2020-08-30,Santos,Flamengo,0.0,1.0,2020,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2020-08-30,266.0
1570,Brazilian Serie A,2020-09-12,Santos,Sao Paulo,2.0,2.0,2020,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2020-09-12,13.0
377,Brazilian Serie A,2020-10-11,Santos,Gremio,2.0,1.0,2020,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2020-10-11,29.0
1820,Brazilian Serie A,2020-10-14,Santos,Atletico Mineiro,0.0,1.0,2020,-23.9535,-46.3332,-19.8658,-43.9697,515.7635594284787,2020-10-14,3.0
953,Brazilian Serie A,2020-11-14,Santos,Internacional,2.0,0.0,2020,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2020-11-14,31.0
1434,Brazilian Serie A,2020-12-05,Santos,Palmeiras,2.0,2.0,2020,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2020-12-05,21.0
1228,Brazilian Serie A,2021-01-17,Santos,Botafogo,2.0,1.0,2020,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2021-01-17,43.0
700,Brazilian Serie A,2021-02-17,Santos,Corinthians,1.0,0.0,2020,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2021-02-17,31.0
8,Brazilian Serie A,2021-06-20,Santos,Sao Paulo,2.0,0.0,2021,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2021-06-20,123.0
525,Brazilian Serie A,2021-07-25,Santos,Atletico Mineiro,0.0,1.0,2021,-23.9535,-46.3332,-19.8658,-43.9697,515.7635594284787,2021-07-25,35.0
1646,Brazilian Serie A,2021-08-08,Santos,Corinthians,0.0,0.0,2021,-23.9535,-46.3332,-23.5452,-46.4743,47.61802251107203,2021-08-08,14.0
1119,Brazilian Serie A,2021-08-22,Santos,Internacional,2.0,2.0,2021,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2021-08-22,14.0
947,Brazilian Serie A,2021-08-28,Santos,Flamengo,0.0,4.0,2021,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2021-08-28,6.0
280,Brazilian Serie A,2021-10-10,Santos,Gremio,1.0,0.0,2021,-23.9535,-46.3332,-29.9731,-51.1947,824.4773047447314,2021-10-10,43.0
958,Brazilian Serie A,2021-11-07,Santos,Palmeiras,0.0,2.0,2021,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2021-11-07,28.0
1848,Brazilian Serie A,2022-05-29,Santos,Palmeiras,0.0,1.0,2022,-23.9535,-46.3332,-23.5273,-46.6785,59.00171409601021,2022-05-29,203.0
1790,Brazilian Serie A,2022-06-08,Santos,Internacional,1.0,1.0,2022,-23.9535,-46.3332,-30.0656,-51.2356,835.0727778226777,2022-06-08,10.0
51,Brazilian Serie A,2022-07-02,Santos,Flamengo,1.0,2.0,2022,-23.9535,-46.3332,-22.9121,-43.2302,337.08305149230085,2022-07-02,24.0
1342,Brazilian Serie A,2022-07-10,Santos,Atletico Mineiro,1.0,0.0,2022,-23.9535,-46.3332,-19.8658,-43.9697,515.7635594284787,2022-07-10,8.0
240,Brazilian Serie A,2022-07-20,Santos,Botafogo,2.0,0.0,2022,-23.9535,-46.3332,-22.8927,-43.2973,331.445322627008,2022-07-20,10.0
529,Brazilian Serie A,2022-08-21,Santos,Sao Paulo,1.0,0.0,2022,-23.9535,-46.3332,-23.5989,-46.7172,55.51162595965859,2022-08-21,32.0
1369,Brazilian Serie A,2014-04-20,Sao Paulo,Botafogo,3.0,0.0,2014,-23.5989,-46.7172,-22.8927,-43.2973,358.1089044245308,2014-04-20,-
193,Brazilian Serie A,2014-05-11,Sao Paulo,Corinthians,1.0,1.0,2014,-23.5989,-46.7172,-23.5452,-46.4743,25.465493858505262,2014-05-11,21.0
1499,Brazilian Serie A,2014-05-24,Sao Paulo,Gremio,1.0,0.0,2014,-23.5989,-46.7172,-29.9731,-51.1947,836.3755054897058,2014-05-24,13.0
602,Brazilian Serie A,2014-08-24,Sao Paulo,Santos,2.0,1.0,2014,-23.5989,-46.7172,-23.9535,-46.3332,55.51162595965859,2014-08-24,92.0
1710,Brazilian Serie A,2014-09-14,Sao Paulo,Cruzeiro,2.0,0.0,2014,-23.5989,-46.7172,-19.8657,-43.9706,502.7531160010448,2014-09-14,21.0
1158,Brazilian Serie A,2014-09-24,Sao Paulo,Flamengo,2.0,2.0,2014,-23.5989,-46.7172,-22.9121,-43.2302,364.3166794481305,2014-09-24,10.0
1825,Brazilian Serie A,2014-11-12,Sao Paulo,Internacional,1.0,1.0,2014,-23.5989,-46.7172,-30.0656,-51.2356,847.1439633925901,2014-11-12,49.0
1703,Brazilian Serie A,2014-11-16,Sao Paulo,Palmeiras,2.0,0.0,2014,-23.5989,-46.7172,-23.5273,-46.6785,8.88509965836399,2014-11-16,4.0
1013,Brazilian Serie A,2015-05-10,Sao Paulo,Flamengo,2.0,1.0,2015,-23.5989,-46.7172,-22.9121,-43.2302,364.3166794481305,2015-05-10,175.0
387,Brazilian Serie A,2015-06-03,Sao Paulo,Santos,3.0,2.0,2015,-23.5989,-46.7172,-23.9535,-46.3332,55.51162595965859,2015-06-03,24.0
1519,Brazilian Serie A,2015-06-06,Sao Paulo,Gremio,2.0,0.0,2015,-23.5989,-46.7172,-29.9731,-51.1947,836.3755054897058,2015-06-06,3.0
1413,Brazilian Serie A,2015-07-26,Sao Paulo,Cruzeiro,1.0,0.0,2015,-23.5989,-46.7172,-19.8657,-43.9706,502.7531160010448,2015-07-26,50.0
531,Brazilian Serie A,2015-08-09,Sao Paulo,Corinthians,1.0,1.0,2015,-23.5989,-46.7172,-23.5452,-46.4743,25.465493858505262,2015-08-09,14.0
544,Brazilian Serie A,2015-09-05,Sao Paulo,Internacional,2.0,0.0,2015,-23.5989,-46.7172,-30.0656,-51.2356,847.1439633925901,2015-09-05,27.0
1608,Brazilian Serie A,2015-09-27,Sao Paulo,Palmeiras,1.0,1.0,2015,-23.5989,-46.7172,-23.5273,-46.6785,8.88509965836399,2015-09-27,22.0
1689,Brazilian Serie A,2016-05-22,Sao Paulo,Internacional,1.0,2.0,2016,-23.5989,-46.7172,-30.0656,-51.2356,847.1439633925901,2016-05-22,238.0
1258,Brazilian Serie A,2016-05-29,Sao Paulo,Palmeiras,1.0,0.0,2016,-23.5989,-46.7172,-23.5273,-46.6785,8.88509965836399,2016-05-29,7.0
777,Brazilian Serie A,2016-08-14,Sao Paulo,Botafogo,0.0,1.0,2016,-23.5989,-46.7172,-22.8927,-43.2973,358.1089044245308,2016-08-14,77.0
417,Brazilian Serie A,2016-09-15,Sao Paulo,Cruzeiro,1.0,0.0,2016,-23.5989,-46.7172,-19.8657,-43.9706,502.7531160010448,2016-09-15,32.0
1074,Brazilian Serie A,2016-10-01,Sao Paulo,Flamengo,0.0,0.0,2016,-23.5989,-46.7172,-22.9121,-43.2302,364.3166794481305,2016-10-01,16.0
263,Brazilian Serie A,2016-10-13,Sao Paulo,Santos,0.0,1.0,2016,-23.5989,-46.7172,-23.9535,-46.3332,55.51162595965859,2016-10-13,12.0
538,Brazilian Serie A,2016-11-05,Sao Paulo,Corinthians,4.0,0.0,2016,-23.5989,-46.7172,-23.5452,-46.4743,25.465493858505262,2016-11-05,23.0
511,Brazilian Serie A,2016-11-17,Sao Paulo,Gremio,1.0,1.0,2016,-23.5989,-46.7172,-29.9731,-51.1947,836.3755054897058,2016-11-17,12.0
258,Brazilian Serie A,2017-05-27,Sao Paulo,Palmeiras,2.0,0.0,2017,-23.5989,-46.7172,-23.5273,-46.6785,8.88509965836399,2017-05-27,191.0
566,Brazilian Serie A,2017-07-13,Sao Paulo,Atletico Mineiro,2.0,2.0,2017,-23.5989,-46.7172,-19.8658,-43.9697,502.7963162331975,2017-07-13,47.0
450,Brazilian Serie A,2017-07-24,Sao Paulo,Gremio,1.0,1.0,2017,-23.5989,-46.7172,-29.9731,-51.1947,836.3755054897058,2017-07-24,11.0
787,Brazilian Serie A,2017-08-13,Sao Paulo,Cruzeiro,3.0,2.0,2017,-23.5989,-46.7172,-19.8657,-43.9706,502.7531160010448,2017-08-13,20.0
519,Brazilian Serie A,2017-09-24,Sao Paulo,Corinthians,1.0,1.0,2017,-23.5989,-46.7172,-23.5452,-46.4743,25.465493858505262,2017-09-24,42.0
1460,Brazilian Serie A,2017-10-22,Sao Paulo,Flamengo,2.0,0.0,2017,-23.5989,-46.7172,-22.9121,-43.2302,364.3166794481305,2017-10-22,28.0
1345,Brazilian Serie A,2017-10-28,Sao Paulo,Santos,2.0,1.0,2017,-23.5989,-46.7172,-23.9535,-46.3332,55.51162595965859,2017-10-28,6.0
35,Brazilian Serie A,2017-11-19,Sao Paulo,Botafogo,0.0,0.0,2017,-23.5989,-46.7172,-22.8927,-43.2973,358.1089044245308,2017-11-19,22.0
865,Brazilian Serie A,2018-05-20,Sao Paulo,Santos,1.0,0.0,2018,-23.5989,-46.7172,-23.9535,-46.3332,55.51162595965859,2018-05-20,182.0
1767,Brazilian Serie A,2018-05-30,Sao Paulo,Botafogo,3.0,2.0,2018,-23.5989,-46.7172,-22.8927,-43.2973,358.1089044245308,2018-05-30,10.0
482,Brazilian Serie A,2018-06-05,Sao Paulo,Internacional,0.0,0.0,2018,-23.5989,-46.7172,-30.0656,-51.2356,847.1439633925901,2018-06-05,6.0
1685,Brazilian Serie A,2018-07-21,Sao Paulo,Corinthians,3.0,1.0,2018,-23.5989,-46.7172,-23.5452,-46.4743,25.465493858505262,2018-07-21,46.0
1735,Brazilian Serie A,2018-10-06,Sao Paulo,Palmeiras,0.0,2.0,2018,-23.5989,-46.7172,-23.5273,-46.6785,8.88509965836399,2018-10-06,77.0
